This file is an ordered list of all 16bit choices for a miller-rabin base to use
in conjunction with base 2, when doing primality testing of a 64 bit value.
The list is sorted by how many 64 bit values are strong pseudoprimes to both of
the following bases: base[0]=2 and base[1]=the_listed_base_number.

total pseudoprimes   base number
1315486  32040
1315486  63180
1315487  11064
1315487  43153
1315488  12496
1315489  45384
1315489  44242
1315490  4716
1315491  39837
1315493  61742
1315495  12015
1315496  781
1315498  53883
1315498  26019
1315499  15008
1315499  26041
1315500  26475
1315500  47538
1315500  5301
1315501  63798
1315502  25488
1315502  51177
1315504  3752
1315504  16209
1315509  14464
1315509  1593
1315509  38515
1315511  28249
1315511  3751
1315513  8154
1315513  49103
1315514  2934
1315516  904
1315517  52265
1315518  36851
1315518  938
1315518  8010
1315519  43267
1315520  3204
1315521  19050
1315521  18738
1315522  49466
1315523  36645
1315523  58042
1315524  53720
1315524  62557
1315526  38308
1315528  47303
1315532  46944
1315532  25987
1315533  47039
1315533  19390
1315534  60016
1315534  58047
1315534  4405
1315534  41403
1315535  34632
1315535  17220
1315536  60032
1315539  23301
1315541  63931
1315542  34975
1315543  17620
1315544  35391
1315547  53578
1315547  19815
1315548  34353
1315552  1179
1315552  57089
1315553  11736
1315553  4305
1315554  13444
1315555  23001
1315555  62741
1315555  51264
1315560  32125
1315561  16575
1315561  54249
1315561  18864
1315562  10704
1315563  27699
1315563  22144
1315563  34050
1315566  53265
1315566  30282
1315566  63671
1315568  55646
1315570  428
1315572  669
1315574  23281
1315576  42076
1315576  65415
1315577  38129
1315579  12309
1315581  30054
1315581  1384
1315582  64836
1315582  34655
1315584  2272
1315587  27392
1315589  2676
1315590  19138
1315591  54189
1315593  41550
1315593  6848
1315596  42432
1315597  61301
1315599  4361
1315600  1809
1315600  142
1315602  10519
1315602  9577
1315602  63633
1315602  36352
1315602  58547
1315603  2652
1315603  3361
1315605  107
1315605  28319
1315606  8658
1315609  1712
1315610  30086
1315611  39379
1315611  26424
1315613  52370
1315615  53776
1315616  42816
1315617  17444
1315619  21463
1315619  8164
1315624  46905
1315625  7236
1315626  9559
1315627  63307
1315628  54291
1315629  42303
1315629  10608
1315629  7725
1315631  23998
1315633  6765
1315633  5428
1315635  568
1315637  14887
1315638  57942
1315642  9088
1315643  27060
1315644  26406
1315645  2041
1315645  59548
1315646  31914
1315646  17407
1315649  63077
1315652  57837
1315654  30900
1315656  28944
1315656  663
1315657  51153
1315658  21712
1315659  38236
1315660  65183
1315661  32656
1315661  63612
1315661  54750
1315662  44805
1315664  49236
1315666  51546
1315666  469
1315668  37355
1315670  30825
1315671  51057
1315673  52050
1315675  39933
1315676  2274
1315680  15903
1315681  36384
1315682  34142
1315682  1357
1315685  1876
1315686  59534
1315689  63842
1315692  39269
1315694  54059
1315695  52559
1315695  7504
1315696  33393
1315697  54358
1315697  53775
1315699  45541
1315699  40439
1315702  25322
1315705  49430
1315705  9096
1315705  32753
1315707  21301
1315708  4768
1315709  28223
1315710  6606
1315710  53345
1315716  30016
1315717  298
1315722  42925
1315722  20938
1315723  47285
1315726  44194
1315726  27342
1315730  39429
1315732  1060
1315732  23092
1315734  16960
1315735  38407
1315736  1192
1315736  41203
1315737  36039
1315742  9540
1315744  21374
1315744  19072
1315749  21027
1315752  45986
1315752  346
1315752  11711
1315755  18963
1315756  56939
1315757  43991
1315757  8127
1315760  12624
1315761  3303
1315763  789
1315764  47138
1315765  41302
1315771  32061
1315772  52848
1315773  21927
1315773  35211
1315774  61553
1315774  5773
1315776  38993
1315777  46844
1315777  22131
1315779  11556
1315779  64646
1315780  51407
1315780  28277
1315781  43682
1315782  50496
1315783  5536
1315784  62261
1315787  34547
1315787  12947
1315788  64127
1315790  31756
1315790  22303
1315794  38700
1315795  13212
1315795  2385
1315796  60818
1315797  61377
1315801  64974
1315801  51788
1315804  4240
1315805  18256
1315805  52869
1315806  4564
1315809  48587
1315809  56007
1315809  3156
1315810  565
1315810  31823
1315815  44673
1315816  54813
1315816  38160
1315819  9040
1315820  22993
1315821  50231
1315823  45991
1315825  60243
1315827  6012
1315828  43
1315828  13716
1315828  265
1315829  40659
1315831  20117
1315835  11008
1315836  3429
1315838  50036
1315839  24048
1315840  6192
1315841  46900
1315842  9675
1315844  1548
1315844  1503
1315847  26383
1315847  52842
1315847  688
1315849  54864
1315851  1141
1315853  387
1315854  2260
1315855  35461
1315856  31123
1315857  26499
1315857  29021
1315859  36984
1315863  3495
1315863  23472
1315866  24715
1315866  23615
1315867  32508
1315871  44032
1315872  56214
1315873  8964
1315873  47633
1315873  2889
1315876  172
1315876  36160
1315876  2241
1315876  1467
1315877  46224
1315879  54518
1315880  33995
1315882  2752
1315883  1524
1315884  4623
1315884  12509
1315889  55920
1315893  31702
1315895  48255
1315896  56960
1315896  29913
1315896  56119
1315897  54487
1315898  24075
1315901  24768
1315902  61985
1315903  50511
1315904  32205
1315904  21518
1315906  11725
1315907  52142
1315909  19133
1315910  35856
1315913  20088
1315917  7939
1315918  13351
1315920  19375
1315921  41323
1315922  381
1315926  58309
1315926  5868
1315926  18036
1315926  32118
1315927  5022
1315928  46385
1315928  39446
1315930  9246
1315930  3560
1315934  39461
1315934  37959
1315936  42413
1315939  890
1315945  6096
1315947  5675
1315948  64772
1315948  55130
1315949  25050
1315950  24384
1315951  48055
1315953  16625
1315953  16193
1315959  38149
1315962  2192
1315963  31134
1315969  47393
1315969  9922
1315970  53404
1315973  399
1315975  56729
1315975  35072
1315975  61846
1315976  137
1315977  12750
1315977  21807
1315979  6384
1315981  2361
1315982  14240
1315982  35400
1315985  8768
1315985  5562
1315987  23645
1315988  48365
1315995  22700
1315995  13980
1315996  16762
1315998  39681
1316001  39688
1316006  3350
1316007  9444
1316009  548
1316011  51000
1316011  1596
1316012  37776
1316012  32316
1316013  17542
1316017  18669
1316017  46008
1316018  25729
1316021  8850
1316021  42789
1316021  22295
1316022  4509
1316024  29249
1316024  18492
1316025  20227
1316026  56957
1316030  53600
1316032  35046
1316036  25536
1316037  5025
1316037  15066
1316041  48891
1316042  29253
1316043  52591
1316044  21151
1316044  8079
1316045  2714
1316046  22248
1316049  43424
1316052  37975
1316054  45305
1316055  38269
1316055  58229
1316057  11502
1316057  8900
1316058  64856
1316058  17281
1316059  64128
1316060  43907
1316060  30923
1316061  31350
1316062  1278
1316066  19154
1316067  34506
1316067  31437
1316069  13400
1316070  664
1316071  12488
1316074  26875
1316076  20448
1316076  36045
1316080  17520
1316084  4008
1316085  64109
1316086  4380
1316086  37250
1316089  47309
1316093  54692
1316096  10624
1316099  49952
1316099  20100
1316100  63989
1316101  1095
1316101  5112
1316101  3187
1316103  20169
1316103  26358
1316104  2225
1316105  4464
1316105  60628
1316106  279
1316107  35117
1316108  50992
1316112  16032
1316113  29979
1316114  35600
1316118  60264
1316126  42496
1316127  166
1316127  11677
1316130  10856
1316130  35861
1316131  1002
1316136  15157
1316136  3122
1316137  1143
1316139  31950
1316143  16214
1316143  2656
1316148  13673
1316154  12748
1316155  55370
1316158  28026
1316159  55138
1316160  46708
1316161  4572
1316168  38726
1316168  5150
1316169  34814
1316173  18288
1316183  14200
1316185  28998
1316186  34791
1316187  1116
1316188  4777
1316195  24429
1316202  20600
1316203  17856
1316204  41364
1316209  7704
1316214  10341
1316214  30816
1316218  18216
1316219  49867
1316219  57300
1316220  45225
1316220  35154
1316233  59070
1316235  1926
1316235  14325
1316235  30871
1316237  62794
1316247  56554
1316256  57319
1316257  16521
1316259  55485
1316260  10769
1316261  43036
1316262  43076
1316265  39593
1316267  3550
1316269  7320
1316270  20025
1316270  4554
1316272  7209
1316273  48858
1316273  19108
1316274  50651
1316275  28836
1316278  31434
1316278  25029
1316280  31729
1316281  45150
1316281  62874
1316282  4932
1316282  56800
1316285  6715
1316285  5345
1316286  41397
1316286  37837
1316289  41866
1316290  14049
1316293  44262
1316294  28725
1316297  13446
1316300  10300
1316301  29280
1316304  27565
1316304  19097
1316307  47230
1316312  56196
1316312  49833
1316313  2575
1316315  49250
1316316  25519
1316316  11943
1316323  10759
1316325  41200
1316326  53655
1316326  26860
1316333  37011
1316336  1830
1316337  44388
1316337  1233
1316337  10731
1316338  21380
1316339  5448
1316340  24157
1316340  53784
1316344  19728
1316345  8128
1316359  47772
1316359  508
1316360  24084
1316361  33712
1316366  2032
1316367  4300
1316370  32065
1316374  52214
1316375  64122
1316376  2107
1316378  8428
1316379  50100
1316380  32512
1316381  55055
1316382  127
1316382  65072
1316384  53759
1316386  17346
1316388  36250
1316389  41076
1316395  14364
1316395  23698
1316396  56347
1316397  4067
1316407  57456
1316410  36855
1316410  62965
1316412  16268
1316418  59094
1316418  9525
1316420  12650
1316421  28250
1316424  3591
1316429  47709
1316431  11097
1316432  1075
1316437  6021
1316441  42924
1316445  32129
1316446  59159
1316449  54108
1316450  13527
1316452  53325
1316453  63666
1316457  1362
1316459  17200
1316461  29602
1316465  26264
1316465  40793
1316466  6566
1316466  13932
1316468  12525
1316470  48631
1316474  1416
1316477  50600
1316478  10269
1316479  38100
1316479  63897
1316482  30682
1316482  3483
1316483  31046
1316484  4175
1316485  21792
1316488  16700
1316493  1028
1316496  22656
1316498  40172
1316504  15075
1316505  55728
1316508  10043
1316509  28098
1316512  23700
1316518  43575
1316523  16448
1316526  19551
1316526  15471
1316530  18675
1316531  11300
1316549  33200
1316556  1365
1316564  2075
1316565  44394
1316565  30129
1316565  13700
1316565  29100
1316568  21840
1316570  5925
1316580  45200
1316580  48549
1316583  60300
1316583  14472
1316589  354
1316595  3425
1316603  18767
1316604  25578
1316607  54800
1316607  41912
1316609  61884
1316610  12427
1316610  5664
1316611  51548
1316613  5460
1316615  9153
1316617  10854
1316618  5192
1316622  2825
1316624  32450
1316626  8300
1316627  49457
1316629  29963
1316629  56025
1316631  43840
1316631  12887
1316634  3618
1316634  52675
1316635  257
1316639  57888
1316642  11368
1316645  4112
1316648  43416
1316648  26001
1316652  11350
1316656  1298
1316657  685
1316657  42834
1316659  12985
1316659  26071
1316663  11191
1316664  2740
1316665  22599
1316667  12201
1316671  44764
1316673  20768
1316677  36612
1316678  39396
1316680  49708
1316681  7275
1316682  2842
1316686  10960
1316697  48608
1316698  3038
1316701  45472
1316704  45400
1316706  22646
1316716  51940
1316722  27685
1316727  44500
1316728  31458
1316728  58900
1316731  11125
1316737  10478
1316743  14725
1316757  40581
1316763  55625
1316765  44247
1316765  22197
1316774  56638
1316778  25894
1316780  64881
1316782  24990
1316790  63461
1316796  12152
1316797  53703
1316799  8096
1316803  506
1316808  59625
1316814  48804
1316818  63261
1316822  58136
1316823  12400
1316824  16308
1316825  49600
1316828  17545
1316828  20812
1316832  5203
1316834  3100
1316834  38201
1316844  775
1316845  22382
1316852  7502
1316857  31320
1316858  4077
1316872  14534
1316875  30409
1316875  52221
1316877  65232
1316878  30008
1316881  56500
1316882  22747
1316888  32384
1316891  309
1316893  59777
1316901  5696
1316901  19776
1316906  42598
1316908  45962
1316909  14125
1316909  7968
1316910  38661
1316914  22784
1316914  4944
1316914  89
1316915  2024
1316922  47081
1316922  498
1316925  15168
1316926  948
1316928  60672
1316928  15878
1316928  9849
1316931  237
1316938  3792
1316939  1424
1316941  32657
1316946  356
1316947  10486
1316951  1236
1316953  25333
1316963  41944
1316964  34128
1316967  2133
1316968  1206
1316969  8532
1316970  32798
1316972  4824
1316977  5239
1316980  453
1316982  17918
1316983  7830
1316988  63512
1316991  31872
1316995  1992
1316997  19296
1316999  20956
1317006  7248
1317008  12744
1317008  1816
1317010  16399
1317013  24900
1317013  8576
1317015  37389
1317015  536
1317015  6225
1317016  37575
1317023  2144
1317028  29056
1317036  3186
1317037  27900
1317039  8959
1317039  50976
1317040  7264
1317042  60287
1317044  28992
1317044  37436
1317045  1812
1317045  62775
1317046  134
1317054  454
1317055  34304
1317058  17334
1317060  52002
1317060  38841
1317061  5535
1317073  18612
1317079  22140
1317081  35836
1317092  56749
1317092  6975
1317103  17739
1317116  21750
1317117  9359
1317121  558
1317122  15041
1317132  2232
1317136  8928
1317137  27375
1317147  15375
1317149  35712
1317174  9975
1317196  4653
1317202  22575
1317207  21266
1317209  39900
1317215  61500
1317222  49815
1317229  60164
1317235  11124
1317238  48150
1317241  32487
1317246  8183
1317264  14337
1317266  38750
1317271  40986
1317273  4005
1317288  57348
1317298  61722
1317307  64080
1317310  6713
1317310  26852
1317315  42439
1317317  47151
1317324  26550
1317337  45198
1317346  53845
1317351  29498
1317355  32732
1317357  59826
1317357  13950
1317359  12900
1317363  39960
1317373  44496
1317373  65088
1317376  16020
1317381  9840
1317385  9990
1317387  30135
1317391  615
1317396  4068
1317397  2781
1317400  54784
1317401  3424
1317408  214
1317420  31536
1317420  51600
1317424  26500
1317427  3225
1317431  55800
1317439  2460
1317440  5782
1317449  1971
1317460  7884
1317461  37728
1317464  6625
1317465  2358
1317465  39360
1317470  23128
1317476  1017
1317488  25425
1317489  6321
1317490  3408
1317495  856
1317497  36166
1317502  21805
1317502  9432
1317504  16272
1317508  62436
1317509  15609
1317516  13632
1317518  852
1317519  11745
1317520  46980
1317527  54528
1317529  6432
1317529  20880
1317538  13696
1317539  213
1317540  25728
1317541  928
1317542  14848
1317546  59392
1317547  1608
1317549  58
1317550  232
1317551  42282
1317552  1305
1317558  28928
1317559  49588
1317559  402
1317564  113
1317569  1808
1317571  3712
1317574  25284
1317577  42630
1317591  48762
1317599  28054
1317601  7232
1317607  452
1317611  35997
1317617  52111
1317618  7018
1317620  56925
1317628  20207
1317632  6200
1317633  28072
1317639  744
1317642  5220
1317646  16050
1317647  5967
1317648  61557
1317657  11904
1317662  41905
1317664  46827
1317681  12397
1317691  64200
1317701  13050
1317703  1550
1317707  14016
1317707  5800
1317711  3504
1317718  52200
1317718  56064
1317719  186
1317721  24800
1317725  47616
1317728  876
1317735  219
1317741  2976
1317741  580
1317745  15050
1317745  19350
1317748  23868
1317749  23111
1317760  145
1317763  37120
1317771  2320
1317772  1450
1317772  9280
1317772  15141
1317774  48642
1317775  23200
1317776  60200
1317780  63162
1317785  4698
1317786  60564
1317786  18792
1317796  15872
1317797  62
1317798  23904
1317804  3968
1317808  992
1317815  46452
1317819  248
1317827  63488
1317839  25300
1317839  32625
1317840  1494
1317847  28677
1317849  30672
1317859  14500
1317860  47658
1317863  5976
1317868  7668
1317876  1917
1317882  42757
1317883  58000
1317893  8694
1317894  6325
1317900  3625
1317903  5504
1317906  32562
1317909  11613
1317914  40053
1317915  344
1317921  22542
1317924  65520
1317935  4095
1317937  1376
1317938  14278
1317940  43400
1317942  10850
1317946  86
1317946  22016
1317949  7105
1317967  32319
1317972  16380
1317984  11800
1317988  2004
1317994  8016
1317994  4482
1317997  8025
1318004  32100
1318011  17928
1318021  61226
1318024  32064
1318025  501
1318026  21300
1318029  9196
1318029  46569
1318035  60258
1318036  57112
1318039  47200
1318039  2950
1318054  5325
1318069  28420
1318080  5418
