This file is an ordered list of all 16bit choices for a miller-rabin base to use
in conjunction with base 2, when doing primality testing of a 64 bit value.
The list is sorted by how many 64 bit values are strong pseudoprimes to both of
the following bases: base[0]=2 and base[1]=the_listed_base_number.

total pseudoprimes   base number
1312727  8812
1312727  42548
1312727  5257
1312727  38822
1312727  61397
1312727  27621
1312727  44831
1312727  36161
1312727  64345
1312727  52239
1312727  49644
1312728  50364
1312728  33692
1312728  42427
1312728  58411
1312728  17608
1312728  45901
1312728  2566
1312728  4234
1312728  2765
1312728  60379
1312728  8240
1312728  37819
1312728  4659
1312728  65040
1312728  30152
1312728  31402
1312728  24038
1312728  28889
1312728  20905
1312728  6126
1312728  47800
1312729  65454
1312729  21258
1312729  38346
1312729  44120
1312729  54271
1312729  2634
1312729  2881
1312729  8247
1312729  11274
1312729  20773
1312729  50768
1312729  43543
1312729  39453
1312729  15935
1312729  19222
1312729  15005
1312729  47517
1312729  59267
1312729  36690
1312729  32564
1312729  51844
1312729  1479
1312729  50879
1312730  35448
1312730  39234
1312730  57999
1312730  17577
1312730  34925
1312730  30793
1312730  22994
1312730  56289
1312730  24054
1312730  61147
1312730  29743
1312730  21366
1312730  29716
1312730  34567
1312730  63342
1312730  10028
1312730  40555
1312730  23353
1312730  1252
1312730  33306
1312730  38907
1312731  64665
1312731  60212
1312731  22923
1312731  37596
1312731  19819
1312731  31492
1312731  62762
1312731  36749
1312731  42870
1312731  23842
1312731  28614
1312731  12632
1312731  61492
1312731  2348
1312731  60614
1312731  50108
1312731  40494
1312732  28117
1312732  47804
1312732  44818
1312732  35637
1312732  11411
1312732  34258
1312732  45159
1312732  15149
1312732  12961
1312732  30747
1312732  54939
1312732  17669
1312732  58940
1312732  41527
1312732  6927
1312732  63323
1312732  16988
1312732  10931
1312732  13105
1312733  15515
1312733  48042
1312733  53438
1312733  12609
1312733  54335
1312733  9130
1312733  10882
1312733  1391
1312733  47986
1312733  23831
1312733  61461
1312733  8157
1312733  54897
1312733  59381
1312734  55937
1312734  59891
1312734  1937
1312734  39980
1312734  33797
1312734  9546
1312734  16283
1312734  2269
1312734  11177
1312734  48047
1312734  23813
1312734  57312
1312734  58099
1312734  56203
1312734  15962
1312734  12316
1312734  26904
1312734  34801
1312734  20197
1312734  55027
1312734  13912
1312734  20897
1312734  9028
1312734  54644
1312735  32344
1312735  7969
1312735  20657
1312735  46122
1312735  6551
1312735  51110
1312735  33876
1312735  32962
1312735  14410
1312735  54163
1312735  37178
1312735  60692
1312735  46694
1312735  8686
1312735  59174
1312735  8722
1312735  38894
1312735  14962
1312735  35241
1312735  44240
1312735  59171
1312736  38625
1312736  29227
1312736  29878
1312736  39670
1312736  15415
1312736  26108
1312736  12310
1312736  59487
1312736  39102
1312736  32305
1312736  30062
1312736  37517
1312736  30662
1312736  51451
1312736  41918
1312736  24406
1312736  2635
1312736  2171
1312736  22926
1312736  49614
1312736  23161
1312736  46284
1312737  33554
1312737  56085
1312737  3695
1312737  38452
1312737  40182
1312737  18633
1312737  55247
1312737  3983
1312737  19330
1312737  41551
1312737  16031
1312737  50974
1312737  23165
1312737  48175
1312737  17594
1312737  34736
1312737  30438
1312737  62351
1312737  20385
1312737  51504
1312737  16346
1312737  33223
1312737  39767
1312737  17388
1312737  4065
1312737  51373
1312737  3460
1312737  13594
1312737  21256
1312738  21023
1312738  26417
1312738  29012
1312738  57446
1312738  11951
1312738  51059
1312738  12198
1312738  45223
1312738  4033
1312738  26083
1312738  47009
1312738  54160
1312738  7137
1312738  51578
1312738  3219
1312738  41869
1312738  12217
1312738  35227
1312738  29436
1312738  56343
1312738  48141
1312738  16817
1312738  3785
1312738  34095
1312738  56386
1312738  2104
1312738  64514
1312739  51988
1312739  62674
1312739  24652
1312739  21752
1312739  16618
1312739  61970
1312739  16936
1312739  18499
1312739  54295
1312739  47280
1312739  46190
1312739  4357
1312739  38067
1312739  30929
1312739  47478
1312739  61234
1312739  64537
1312739  42144
1312740  48455
1312740  13412
1312740  56865
1312740  1676
1312740  13540
1312740  58690
1312740  43231
1312740  55889
1312740  24164
1312740  28988
1312740  12728
1312740  14704
1312740  28067
1312740  28679
1312740  49801
1312740  5461
1312740  43601
1312740  31399
1312740  40957
1312740  65468
1312740  54699
1312740  55725
1312740  18839
1312740  15915
1312740  25844
1312740  19923
1312740  55334
1312740  25701
1312740  43334
1312741  50314
1312741  8095
1312741  45194
1312741  45401
1312741  18167
1312741  58468
1312741  52888
1312741  3665
1312741  37041
1312741  43019
1312741  63369
1312741  11118
1312741  45512
1312741  33045
1312741  51884
1312741  49074
1312742  38062
1312742  44762
1312742  33906
1312742  35973
1312742  64404
1312742  28239
1312742  61353
1312742  9283
1312742  40340
1312742  20995
1312742  61706
1312742  44926
1312742  53081
1312742  36952
1312742  30948
1312742  61455
1312742  46506
1312742  13981
1312742  4156
1312742  35651
1312742  34682
1312742  41157
1312743  21129
1312743  3202
1312743  3813
1312743  9638
1312743  59884
1312743  26848
1312743  17222
1312743  59990
1312743  39667
1312743  53723
1312743  32720
1312743  38573
1312743  22256
1312743  34238
1312743  31264
1312743  37028
1312743  13015
1312744  37684
1312744  62633
1312744  53043
1312744  32380
1312744  47470
1312744  27052
1312744  19465
1312744  26561
1312744  36178
1312744  52832
1312744  20032
1312744  59120
1312744  17143
1312744  28548
1312744  20161
1312744  919
1312744  31074
1312744  28352
1312744  50566
1312744  31651
1312744  22414
1312745  59182
1312745  5554
1312745  62508
1312745  65385
1312745  14783
1312745  7981
1312745  19064
1312745  5828
1312745  14197
1312745  2019
1312745  34806
1312745  29908
1312745  43464
1312745  45613
1312745  23318
1312745  61008
1312745  51428
1312745  65036
1312746  12813
1312746  20211
1312746  4170
1312746  8979
1312746  9688
1312746  5008
1312746  23549
1312746  37795
1312746  43223
1312746  54883
1312746  20123
1312746  17274
1312746  27626
1312746  28433
1312746  23468
1312746  38727
1312746  40697
1312746  14971
1312746  59420
1312747  43474
1312747  43132
1312747  9617
1312747  44136
1312747  25734
1312747  32662
1312747  62382
1312747  58175
1312747  27659
1312747  34210
1312747  22064
1312747  48792
1312747  64265
1312747  58703
1312747  22602
1312747  52308
1312747  21507
1312747  1678
1312747  50129
1312748  63283
1312748  62561
1312748  51320
1312748  62029
1312748  50385
1312748  8149
1312748  32596
1312748  45054
1312748  37681
1312748  52222
1312748  63703
1312748  48546
1312748  9284
1312748  47295
1312748  11404
1312748  41213
1312748  3582
1312748  10686
1312748  35518
1312749  39406
1312749  32919
1312749  24244
1312749  29015
1312749  51003
1312749  61843
1312749  51232
1312749  23149
1312749  8198
1312749  60405
1312749  20458
1312749  44378
1312749  54602
1312749  42258
1312749  25809
1312749  48061
1312749  35659
1312749  50140
1312749  4476
1312750  64459
1312750  20851
1312750  10010
1312750  17557
1312750  10279
1312750  47593
1312750  1915
1312750  64870
1312750  15913
1312750  60222
1312750  16504
1312750  51907
1312750  19367
1312750  51074
1312750  61409
1312750  22998
1312750  57759
1312750  39262
1312750  26030
1312750  25917
1312750  12093
1312750  37995
1312750  57002
1312750  60728
1312751  46352
1312751  5659
1312751  60407
1312751  53208
1312751  27663
1312751  56737
1312751  56276
1312751  39261
1312751  42702
1312751  21379
1312751  46129
1312751  39413
1312751  35529
1312751  58435
1312751  55924
1312751  5172
1312751  2897
1312751  17443
1312752  22236
1312752  17716
1312752  18547
1312752  55031
1312752  7816
1312752  63222
1312752  59047
1312752  40112
1312752  59650
1312752  18851
1312752  56668
1312752  15430
1312752  30614
1312752  56447
1312752  24861
1312752  58235
1312752  27643
1312752  19333
1312752  50122
1312752  51582
1312752  30640
1312752  58632
1312753  54499
1312753  22725
1312753  27079
1312753  65373
1312753  44618
1312753  2507
1312753  38770
1312753  16174
1312753  38666
1312753  55297
1312753  13234
1312753  42415
1312753  26854
1312753  63251
1312753  62522
1312753  18745
1312753  48133
1312754  43597
1312754  42440
1312754  54369
1312754  59735
1312754  43044
1312754  18093
1312754  26334
1312754  20467
1312754  30824
1312754  44046
1312754  30755
1312754  53860
1312754  55127
1312754  7477
1312754  14967
1312754  37421
1312754  5785
1312754  50291
1312754  36787
1312754  5862
1312754  23654
1312754  30071
1312755  35666
1312755  27633
1312755  54174
1312755  39880
1312755  42281
1312755  44115
1312755  48947
1312755  40667
1312755  18196
1312755  41588
1312755  27708
1312755  19646
1312755  515
1312755  56095
1312755  9421
1312755  36739
1312755  33952
1312755  62761
1312756  44340
1312756  12184
1312756  44670
1312756  38203
1312756  32879
1312756  14998
1312756  32857
1312756  46319
1312756  50668
1312756  18802
1312756  52428
1312756  12110
1312756  61775
1312756  2679
1312756  23487
1312756  32304
1312756  26357
1312757  18661
1312757  34390
1312757  13208
1312757  22488
1312757  22959
1312757  41673
1312757  25867
1312757  56601
1312757  32163
1312757  62084
1312757  35342
1312757  57870
1312757  46423
1312757  63128
1312757  13188
1312757  43723
1312757  14214
1312757  25327
1312757  39501
1312757  23326
1312757  32283
1312758  43766
1312758  2536
1312758  55862
1312758  34457
1312758  61683
1312758  23694
1312758  55662
1312758  14552
1312758  51560
1312758  56597
1312758  10606
1312758  57100
1312758  61720
1312758  7329
1312758  18139
1312758  12890
1312758  64610
1312758  5147
1312758  49649
1312758  44708
1312758  23819
1312759  41247
1312759  1318
1312759  35710
1312759  37613
1312759  53281
1312759  21278
1312759  22718
1312759  56646
1312759  7247
1312759  44481
1312759  53353
1312759  5516
1312759  49415
1312759  21433
1312759  49370
1312759  55360
1312759  47450
1312759  50092
1312759  7109
1312759  16132
1312759  62149
1312759  63398
1312760  55033
1312760  15507
1312760  59852
1312760  50823
1312760  53585
1312760  17311
1312760  63130
1312760  18303
1312760  21946
1312760  13077
1312760  50912
1312760  29492
1312760  58666
1312760  59910
1312760  17626
1312760  61535
1312760  35077
1312760  65525
1312760  60438
1312760  5682
1312760  19462
1312760  59260
1312760  34287
1312760  65181
1312761  1355
1312761  52041
1312761  27410
1312761  55198
1312761  3847
1312761  46843
1312761  21065
1312761  33682
1312761  14961
1312761  15183
1312761  47787
1312761  53356
1312761  8055
1312761  33677
1312761  49001
1312761  33998
1312761  54265
1312761  16397
1312761  59475
1312761  52554
1312761  20238
1312761  31894
1312762  16388
1312762  47818
1312762  10335
1312762  47166
1312762  42267
1312762  50443
1312762  36543
1312762  46723
1312762  49763
1312762  56788
1312762  20054
1312762  36298
1312762  47274
1312762  60355
1312762  50051
1312762  23664
1312762  51541
1312762  57166
1312762  52015
1312762  9825
1312762  4943
1312762  30801
1312762  56441
1312762  42731
1312762  62462
1312762  61133
1312762  12876
1312763  27065
1312763  18607
1312763  22367
1312763  40876
1312763  22348
1312763  51490
1312763  38752
1312763  42424
1312763  50211
1312763  526
1312763  25060
1312763  40821
1312763  33647
1312763  52060
1312763  36646
1312763  4411
1312763  26151
1312763  43209
1312763  8521
1312763  53648
1312763  39299
1312764  40040
1312764  32537
1312764  63211
1312764  65267
1312764  23806
1312764  58087
1312764  47823
1312764  31138
1312764  34937
1312764  7804
1312764  50510
1312764  20688
1312764  32527
1312764  35099
1312764  13222
1312764  42864
1312764  29408
1312764  5818
1312764  19383
1312765  59025
1312765  51098
1312765  13339
1312765  10482
1312765  47684
1312765  21088
1312765  57793
1312765  30949
1312765  38791
1312765  11442
1312765  37568
1312765  48784
1312765  34582
1312765  17219
1312765  64930
1312765  24388
1312765  48151
1312765  14645
1312765  28652
1312765  59762
1312765  32577
1312765  28547
1312765  37227
1312765  61589
1312765  45095
1312765  47258
1312766  21918
1312766  18322
1312766  36613
1312766  44297
1312766  22877
1312766  47679
1312766  13825
1312766  28701
1312766  6846
1312766  41116
1312766  50441
1312766  35375
1312766  38948
1312766  11785
1312766  54117
1312766  25863
1312766  27041
1312767  5485
1312767  53198
1312767  57358
1312767  64528
1312767  55428
1312767  50924
1312767  21410
1312767  14735
1312767  1954
1312767  7974
1312767  10630
1312767  52465
1312767  54053
1312767  50229
1312767  13523
1312767  53907
1312767  15012
1312767  59806
1312767  50376
1312767  48483
1312767  57396
1312767  61673
1312768  59844
1312768  45929
1312768  26180
1312768  34081
1312768  40923
1312768  13441
1312768  50558
1312768  27092
1312768  28287
1312768  29564
1312768  28163
1312768  51834
1312768  29533
1312768  36406
1312768  39468
1312768  52891
1312768  11361
1312768  1234
1312768  60724
1312768  22726
1312768  27938
1312768  26497
1312768  52707
1312768  14560
1312768  46096
1312768  9454
1312768  23939
1312768  41444
1312768  41433
1312768  3385
1312768  62148
1312769  21259
1312769  40838
1312769  25452
1312769  12214
1312769  15627
1312769  35611
1312769  19088
1312769  5651
1312769  37597
1312769  45175
1312769  18423
1312769  44524
1312769  33022
1312769  2422
1312769  20978
1312769  7471
1312769  44177
1312769  54861
1312769  25358
1312769  48433
1312769  46022
1312769  3046
1312770  11926
1312770  32257
1312770  29496
1312770  31982
1312770  32214
1312770  25173
1312770  30126
1312770  39674
1312770  48863
1312770  25141
1312770  41742
1312770  59758
1312770  40075
1312770  51672
1312770  23462
1312770  5417
1312771  22989
1312771  38466
1312771  16783
1312771  28821
1312771  40830
1312771  47296
1312771  63979
1312771  8493
1312771  23774
1312771  57665
1312771  63064
1312771  29041
1312772  9483
1312772  7443
1312772  39950
1312772  49026
1312772  22628
1312772  35546
1312772  49227
1312772  51782
1312772  51924
1312772  38045
1312772  38615
1312772  38579
1312772  25186
1312772  21893
1312772  63728
1312772  46765
1312772  46553
1312772  47382
1312772  14167
1312772  24661
1312773  33597
1312773  39830
1312773  9204
1312773  34999
1312773  30242
1312773  65482
1312773  35628
1312773  58011
1312773  60473
1312773  43528
1312773  9314
1312773  36304
1312773  62989
1312773  28449
1312773  58565
1312773  63427
1312773  11110
1312773  3333
1312773  16458
1312773  54614
1312773  53697
1312774  36713
1312774  56436
1312774  51677
1312774  13240
1312774  56462
1312774  36231
1312774  8878
1312774  29316
1312774  24747
1312774  58291
1312774  7088
1312774  44099
1312774  32231
1312774  30705
1312774  38982
1312774  8271
1312774  52307
1312774  59397
1312774  37136
1312774  51934
1312774  41427
1312774  52960
1312774  18608
1312774  6363
1312774  16051
1312774  55838
1312775  3182
1312775  64977
1312775  24919
1312775  40576
1312775  62833
1312775  1193
1312775  54173
1312775  10552
1312775  12654
1312775  42146
1312775  51577
1312775  56123
1312775  27490
1312775  15932
1312775  4337
1312775  6801
1312775  38651
1312775  61730
1312775  24858
1312775  22521
1312775  21104
1312775  63649
1312775  29805
1312775  5833
1312776  31924
1312776  60546
1312776  57976
1312776  27130
1312776  45233
1312776  57836
1312776  32195
1312776  27326
1312776  34317
1312776  59382
1312776  35339
1312776  37132
1312776  45358
1312776  38234
1312776  313
1312776  43541
1312776  61453
1312776  61865
1312776  50552
1312776  64115
1312776  3302
1312776  23413
1312776  48710
1312777  12601
1312777  37731
1312777  16090
1312777  12455
1312777  41665
1312777  61639
1312777  65079
1312777  61297
1312777  50731
1312777  5916
1312777  61986
1312777  32755
1312777  44714
1312777  8907
1312777  13347
1312777  6763
1312777  19834
1312777  31355
1312777  19369
1312777  8684
1312777  2956
1312777  54066
1312777  37143
1312777  25528
1312777  20943
1312777  26806
1312777  19628
1312777  43457
1312778  29146
1312778  38051
1312778  18198
1312778  29159
1312778  22067
1312778  57646
1312778  11208
1312778  24980
1312778  14109
1312778  64360
1312778  16341
1312778  18604
1312778  48854
1312778  51122
1312778  10875
1312778  63306
1312778  42998
1312778  48868
1312778  17851
1312779  63655
1312779  9363
1312779  28538
1312779  6245
1312779  45616
1312779  64036
1312779  65395
1312779  9122
1312779  3049
1312779  12230
1312779  6214
1312779  49219
1312779  61993
1312779  54118
1312779  41977
1312779  18146
1312779  28436
1312779  27281
1312779  64294
1312779  8830
1312779  29956
1312779  55736
1312780  31988
1312780  33970
1312780  45982
1312780  10757
1312780  44906
1312780  11921
1312780  58676
1312780  44738
1312780  55163
1312780  21286
1312780  33333
1312780  2942
1312780  37387
1312781  13071
1312781  42972
1312781  42334
1312781  14381
1312781  46299
1312781  6028
1312781  7916
1312781  1061
1312781  63656
1312781  36467
1312781  4772
1312781  51378
1312781  10188
1312781  62048
1312781  14555
1312781  8013
1312781  37633
1312781  2122
1312782  56205
1312782  58596
1312782  26183
1312782  35524
1312782  1838
1312782  31454
1312782  15055
1312782  35983
1312782  15512
1312782  10554
1312782  7796
1312782  44747
1312782  12997
1312782  37086
1312782  16976
1312782  41691
1312782  42216
1312782  1319
1312782  2321
1312782  35646
1312782  60521
1312782  3878
1312782  15175
1312782  12330
1312782  44153
1312783  14617
1312783  54321
1312783  34346
1312783  8794
1312783  65364
1312783  35179
1312783  1163
1312783  64913
1312783  54970
1312783  35619
1312783  48864
1312783  61997
1312783  15980
1312783  3310
1312783  40951
1312783  31602
1312783  25924
1312783  40965
1312783  13934
1312783  6663
1312783  8076
1312783  32530
1312783  9238
1312783  49903
1312783  4846
1312783  59610
1312783  39247
1312784  44112
1312784  58629
1312784  49582
1312784  18636
1312784  7660
1312784  52525
1312784  32580
1312784  31960
1312784  55300
1312784  37371
1312784  46751
1312784  52682
1312784  48996
1312784  23947
1312784  48444
1312784  5867
1312785  15766
1312785  13997
1312785  62945
1312785  26444
1312785  13486
1312785  39730
1312785  56659
1312785  9278
1312785  39145
1312785  33381
1312785  17146
1312785  11877
1312785  3353
1312785  64732
1312785  16554
1312785  16012
1312785  12056
1312785  16786
1312785  48747
1312786  43379
1312786  60983
1312786  60796
1312786  10551
1312786  12018
1312786  4794
1312786  64436
1312786  37502
1312786  46974
1312786  35598
1312787  64017
1312787  15065
1312787  14913
1312787  63983
1312787  49586
1312787  34439
1312787  12142
1312787  13371
1312787  56871
1312787  14281
1312787  19617
1312787  29884
1312787  59132
1312787  11044
1312787  31052
1312787  41019
1312788  13172
1312788  39917
1312788  42647
1312788  44133
1312788  58349
1312788  45701
1312788  65299
1312788  21108
1312788  54493
1312788  43667
1312788  64550
1312788  13894
1312788  21557
1312788  33767
1312788  12069
1312788  55709
1312788  65384
1312788  55578
1312788  56155
1312788  25027
1312788  49314
1312789  50853
1312789  42179
1312789  64989
1312789  60220
1312789  1659
1312789  47072
1312789  23332
1312789  61552
1312789  34637
1312789  62044
1312789  51641
1312789  13107
1312789  63517
1312789  40802
1312789  10074
1312790  30172
1312790  16183
1312790  10219
1312790  43129
1312790  11231
1312790  34769
1312790  12111
1312790  49123
1312790  43959
1312790  42206
1312790  49449
1312790  60850
1312790  9427
1312790  11028
1312790  57640
1312790  60260
1312790  14318
1312790  55989
1312790  58652
1312790  61597
1312790  11950
1312790  54221
1312790  30178
1312790  54527
1312790  2246
1312790  32053
1312790  12523
1312791  24459
1312791  7706
1312791  22311
1312791  910
1312791  55420
1312791  21777
1312791  29243
1312791  19051
1312791  62806
1312791  46370
1312791  35155
1312791  26857
1312791  48262
1312791  5559
1312791  44472
1312791  58429
1312791  38553
1312791  51923
1312791  6869
1312791  6482
1312791  13670
1312791  34541
1312791  46046
1312791  4925
1312791  1772
1312791  29113
1312791  37708
1312791  29827
1312791  22102
1312792  45185
1312792  46277
1312792  11687
1312792  63770
1312792  35510
1312792  42530
1312792  17893
1312792  26060
1312792  19352
1312792  16763
1312792  42182
1312792  35291
1312792  41915
1312792  18193
1312792  19638
1312792  21668
1312793  11357
1312793  30280
1312793  9886
1312793  54738
1312793  56406
1312793  58209
1312793  1293
1312793  50789
1312793  11240
1312793  41132
1312793  26370
1312793  53918
1312793  18332
1312793  37816
1312794  11034
1312794  48736
1312794  8141
1312794  51342
1312794  7309
1312794  14997
1312794  60020
1312794  38058
1312794  53388
1312794  59664
1312794  38280
1312794  40954
1312795  18915
1312795  19909
1312795  52797
1312795  19384
1312795  20805
1312795  60335
1312795  54480
1312795  20431
1312795  52489
1312795  59172
1312795  5456
1312795  9057
1312795  47508
1312795  4844
1312795  7136
1312795  20599
1312795  39407
1312795  65510
1312795  58451
1312795  16866
1312796  57064
1312796  52173
1312796  2878
1312796  39475
1312796  42808
1312796  64630
1312796  20407
1312796  59646
1312796  42982
1312796  54674
1312796  29633
1312796  33469
1312796  34093
1312796  65235
1312796  45379
1312796  35919
1312796  24787
1312796  64505
1312796  21534
1312796  14171
1312796  55252
1312796  341
1312797  53489
1312797  39287
1312797  41821
1312797  23082
1312797  61607
1312797  27127
1312797  36741
1312797  52268
1312797  47332
1312797  43954
1312797  29269
1312797  60985
1312797  58534
1312797  59656
1312797  37629
1312797  4485
1312797  57954
1312797  41619
1312797  59654
1312797  23266
1312797  53405
1312797  41443
1312797  40258
1312798  26767
1312798  34068
1312798  30895
1312798  48957
1312798  37549
1312798  8494
1312798  37702
1312798  50632
1312798  49297
1312798  55347
1312798  24737
1312798  35936
1312798  22507
1312798  4003
1312798  57883
1312798  48670
1312798  2757
1312798  37925
1312798  46962
1312799  13816
1312799  58675
1312799  48425
1312799  30833
1312799  30978
1312799  16894
1312799  55742
1312799  24427
1312799  41421
1312799  25864
1312799  47179
1312799  14459
1312799  15644
1312799  52936
1312799  11917
1312799  36038
1312799  49331
1312799  42365
1312799  57377
1312799  51663
1312799  36033
1312800  5420
1312800  64237
1312800  44293
1312800  43647
1312800  15917
1312800  41030
1312800  21521
1312800  54202
1312800  37831
1312800  7811
1312800  43028
1312800  40191
1312800  15373
1312800  64048
1312800  32349
1312800  38207
1312800  57846
1312800  52457
1312800  20588
1312800  58689
1312800  8416
1312801  48440
1312801  11295
1312801  39300
1312801  37662
1312801  56907
1312801  38099
1312801  47101
1312801  19167
1312801  16881
1312801  24571
1312801  20094
1312801  14266
1312801  52285
1312801  56535
1312801  41872
1312801  34407
1312801  62090
1312801  8317
1312801  3911
1312801  28159
1312801  55255
1312802  45988
1312802  55369
1312802  62576
1312802  35512
1312802  35425
1312802  61615
1312802  39405
1312802  6712
1312802  37279
1312802  61340
1312802  62028
1312802  49122
1312802  33342
1312802  26544
1312802  35331
1312802  32988
1312802  50616
1312802  61015
1312802  35527
1312802  46402
1312802  55747
1312802  48220
1312803  22449
1312803  43857
1312803  61045
1312803  61002
1312803  28854
1312803  48041
1312803  27499
1312803  31371
1312803  62604
1312803  37704
1312803  59567
1312803  5510
1312803  40313
1312803  41102
1312803  14780
1312803  26229
1312803  55869
1312803  31664
1312803  25314
1312803  41893
1312803  37369
1312803  62054
1312803  44281
1312803  62567
1312803  35201
1312803  1509
1312803  65531
1312803  44306
1312803  47606
1312804  52399
1312804  33981
1312804  21902
1312804  56825
1312804  22254
1312804  26122
1312804  4506
1312804  15537
1312804  51345
1312804  27751
1312804  39117
1312804  25871
1312804  27608
1312804  64959
1312804  64133
1312804  55576
1312804  47926
1312804  58071
1312804  56319
1312804  54092
1312804  3054
1312804  22978
1312804  20463
1312805  22484
1312805  21680
1312805  15158
1312805  51497
1312805  45637
1312805  30981
1312805  42730
1312805  16985
1312805  27799
1312805  29236
1312805  28305
1312805  61424
1312805  44459
1312805  30334
1312805  47060
1312805  30653
1312805  47281
1312805  61307
1312805  18314
1312806  53145
1312806  50234
1312806  56371
1312806  64992
1312806  44817
1312806  3729
1312806  25707
1312806  20557
1312806  49998
1312806  5657
1312806  63455
1312806  25407
1312806  56799
1312806  43822
1312806  29546
1312806  52861
1312806  62331
1312806  22919
1312806  43283
1312806  55866
1312806  34709
1312806  27821
1312806  45354
1312806  57635
1312806  50855
1312806  16775
1312806  17035
1312807  61746
1312807  52435
1312807  38355
1312807  31631
1312807  58247
1312807  32345
1312807  52262
1312807  4838
1312807  55099
1312807  4651
1312807  62585
1312807  63777
1312807  19865
1312807  21703
1312807  56684
1312807  51902
1312807  8312
1312807  32097
1312807  32401
1312807  27224
1312807  1949
1312807  56657
1312808  17721
1312808  35127
1312808  58767
1312808  4929
1312808  33638
1312808  24623
1312808  45948
1312808  35372
1312808  54501
1312808  45768
1312808  16101
1312808  33227
1312808  10144
1312808  21206
1312808  11824
1312808  9547
1312808  50648
1312808  16248
1312808  19986
1312808  40497
1312808  44951
1312808  59074
1312808  65018
1312808  34628
1312808  59384
1312808  34785
1312809  37065
1312809  11538
1312809  39265
1312809  7489
1312809  22515
1312809  14002
1312809  61954
1312809  34373
1312809  59848
1312809  60556
1312809  22803
1312809  58183
1312809  23839
1312809  34140
1312809  15353
1312809  25699
1312809  12638
1312809  20801
1312809  65321
1312809  35631
1312809  53328
1312809  36697
1312809  49767
1312810  52985
1312810  42449
1312810  22040
1312810  42761
1312810  14663
1312810  443
1312810  43707
1312810  46983
1312810  30136
1312810  54985
1312810  32507
1312810  53944
1312810  48920
1312810  29853
1312810  16044
1312810  19376
1312810  59757
1312810  64455
1312810  30724
1312810  43033
1312810  60517
1312810  17428
1312810  38427
1312811  39770
1312811  62586
1312811  30378
1312811  21945
1312811  10761
1312811  42488
1312811  46079
1312811  65381
1312811  44475
1312811  19860
1312811  42294
1312811  57692
1312811  31842
1312811  23970
1312811  20478
1312811  18763
1312811  46152
1312811  43705
1312811  59916
1312812  62011
1312812  46963
1312812  33371
1312812  20718
1312812  63354
1312812  43298
1312812  54385
1312812  60151
1312812  15511
1312812  1039
1312812  46888
1312812  13988
1312812  39259
1312812  17185
1312812  48480
1312812  22216
1312812  17558
1312812  54135
1312812  7269
1312812  61670
1312812  35686
1312813  43887
1312813  6983
1312813  32792
1312813  51167
1312813  29186
1312813  64685
1312813  49045
1312813  4907
1312813  19716
1312813  44797
1312813  47999
1312813  49942
1312813  48781
1312813  64545
1312813  39855
1312813  30302
1312813  19678
1312813  49204
1312813  45859
1312813  13779
1312813  2969
1312813  25103
1312814  49684
1312814  37661
1312814  18577
1312814  47098
1312814  31825
1312814  22149
1312814  63675
1312814  48578
1312814  57279
1312814  9377
1312814  61349
1312814  56823
1312814  49383
1312814  38184
1312814  47504
1312814  15356
1312814  7543
1312814  29623
1312814  739
1312814  34970
1312814  47159
1312815  50049
1312815  9264
1312815  4481
1312815  23205
1312815  1457
1312815  54680
1312815  44996
1312815  48586
1312815  48180
1312815  23730
1312815  26239
1312815  12027
1312815  38152
1312815  57992
1312815  4354
1312815  41990
1312815  54522
1312816  42771
1312816  55422
1312816  6314
1312816  52688
1312816  28187
1312816  60003
1312816  24385
1312816  56583
1312816  46360
1312816  22598
1312816  9538
1312816  56963
1312816  5390
1312816  15118
1312816  58841
1312816  43678
1312816  51084
1312816  15782
1312816  57688
1312816  2710
1312816  45422
1312816  64176
1312816  44646
1312816  53426
1312816  20191
1312816  42205
1312816  1336
1312817  28341
1312817  63786
1312817  61671
1312817  49935
1312817  62795
1312817  28607
1312817  47122
1312817  64902
1312817  24553
1312817  51242
1312817  16680
1312817  50090
1312817  22389
1312817  14649
1312818  33176
1312818  20277
1312818  19176
1312818  57829
1312818  2617
1312818  17677
1312818  23087
1312818  33825
1312818  20438
1312818  8218
1312818  64321
1312818  34003
1312818  12683
1312818  24230
1312818  37598
1312818  11916
1312818  22673
1312818  10963
1312818  14422
1312818  52169
1312819  14769
1312819  58113
1312819  17855
1312819  29486
1312819  26285
1312819  29004
1312819  48744
1312819  54468
1312819  63685
1312819  34034
1312819  56607
1312819  45428
1312819  34768
1312819  33501
1312819  4011
1312819  46748
1312819  34028
1312819  44901
1312820  4072
1312820  52593
1312820  10716
1312820  31184
1312820  35599
1312820  23439
1312820  53491
1312820  45180
1312820  38188
1312820  41340
1312820  52301
1312820  39230
1312820  46358
1312820  9415
1312820  56869
1312820  59066
1312820  40011
1312820  23448
1312820  31561
1312821  22962
1312821  39178
1312821  52581
1312821  44260
1312821  23090
1312821  47253
1312821  33660
1312821  10468
1312821  56951
1312821  63043
1312821  2851
1312821  28004
1312821  25147
1312821  30873
1312821  36103
1312821  3030
1312822  25242
1312822  36660
1312822  57757
1312822  3293
1312822  12746
1312822  43035
1312822  12857
1312822  54964
1312822  53569
1312822  48859
1312822  14189
1312822  15641
1312822  44210
1312822  61755
1312822  7534
1312823  39351
1312823  12249
1312823  62786
1312823  59053
1312823  6097
